id;familia;genero;nombre;autor;sinonimos;referencias;taxones_infraespecificos;habito;origen;estado_de_conservacion;especimen_representativo;notas;regiones_biogeograficas;elevacion_minima;elevacion_maxima;departamentos;distribucion_global
983;CAPPARACEAE;Morisonia;Morisonia americana;L.;Morisonia elliptica Rusby;Ruiz-Zapata & Iltis 1998, Cornejo & Iltis 2012;;Arbusto, Arbolito, Árbol, Liana;Nativa;Preocupación Menor;Saravia 2165 (COL, US);;Llanura del Caribe, Valle del Magdalena;5 m;950 m;Antioquia, Atlántico, Bolívar, Cesar, Cundinamarca, La Guajira, Magdalena, Santander;N México y Antillas a Perú y Brasil
984;CAPPARACEAE;Morisonia;Morisonia multiflora;Triana & Planch.;;;;Arbusto, Árbol;Nativa;No Evaluada;Triana 5002/1 (IT: COL);Tipo de Colombia;Andes, Valle del Magdalena;100 m;1300 m;Antioquia, Caldas, Cundinamarca, Santander, Tolima;E Panamá a Colombia
985;CAPPARACEAE;Preslianthus;Preslianthus detonsus;(Triana & Planch.) Iltis & Cornejo;Capparis detonsa Triana & Planch.;Dugand 1941, Ruiz-Zapata & Iltis 1998;;Arbusto, Arbolito, Árbol, Trepadora, Liana;Nativa;No Evaluada;"Triana s.n. (404?) (4999/1) (HT: P; IT: BM, COL, G, FI, K, US)";Tipo de Colombia;Amazonia, Andes, Guayana y Serranía de La Macarena, Pacífico, Valle del Cauca, Valle del Magdalena;50 m;1890 m;Amazonas, Antioquia, Bolívar, Caquetá, Chocó, Cundinamarca, Meta, Putumayo, Quindío, Risaralda, Santander, Valle, Vaupés;Colombia, Ecuador, Perú, Brasil
986;CAPPARACEAE;Preslianthus;Preslianthus pittieri;(Standl.) H.H.Iltis & X.Cornejo;Capparis pittieri Standl., Capparis schunkei J.F.Macbr.;Ruiz-Zapata & Iltis 1998;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Callejas 5283 (HUA, NY);;Llanura del Caribe, Pacífico, Valle del Magdalena;0 m;1000 m;Antioquia, Bolívar, Chocó;Nicaragua a N y NO Colombia
987;CAPPARACEAE;Quadrella;Quadrella indica;(L.) Iltis & Cornejo;Capparis indica (L.) Druce;Dugand 1941, Romero-Castañeda 1965, Iltis 2001;;Subarbusto, Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Lozano 2968 (COL, NY, WIS);;Andes, Llanura del Caribe, Valle del Cauca, Valle del Magdalena;0 m;1350 m;Antioquia, Atlántico, Bolívar, Cundinamarca, La Guajira, Magdalena, Sucre, Tolima;"México a Colombia; Antillas"
988;CAPPARACEAE;Quadrella;Quadrella odoratissima;(Jacq.) Hutch.;Capparis odoratissima Jacq.;Dugand 1941, Ruiz-Zapata & Iltis 1998, Iltis & Cornejo 2010;;Arbusto, Arbolito, Árbol;Nativa y cultivada;No Evaluada;Roldán 937 (COL, HUA, WIS);;Andes, Islas Caribeñas, Llanura del Caribe, Valle del Cauca, Valle del Magdalena;5 m;1320 m;Antioquia, Atlántico, Bolívar, Córdoba, Cundinamarca, La Guajira, Huila, Magdalena, San Andrés, Providencia y Santa Catalina, Sucre, Tolima, Valle;"S México a Colombia y Venezuela; Antillas"
989;CAPRIFOLIACEAE;Valeriana;Valeriana arborea;Killip & Cuatrec.;;Cuatrecasas 1941, Luteyn 1999, Rangel-Ch. 2000;;Arbusto, Árbol;Nativa;No Evaluada;Cuatrecasas 1452 (HT: COL);Tipo de Colombia;Andes;3400 m;4500 m;Boyacá, Cundinamarca, Meta, Santander;Cord. Oriental
990;CARDIOPTERIDACEAE;Citronella;Citronella costaricensis;(Donn.Sm.) R.A.Howard;Villaresia costaricensis Donn.Sm.;Howard 1942d;;Arbolito, Árbol, Liana;Nativa;No Evaluada;Gentry 57163 (MO);;Andes, Sierra Nevada de Santa Marta;1350 m;2570 m;Antioquia, La Guajira, Magdalena;Costa Rica a Colombia y Venezuela
991;CARDIOPTERIDACEAE;Citronella;Citronella incarum;(J.F.Macbr.) R.A.Howard;Briquetina incarum J.F.Macbr., Briquetina mollis Sleumer, Citronella colombiana Cuatrec., Citronella ilicifolia (Sleumer) R.A.Howard, Villaresiopsis ilicifolia Sleumer;Macbride 1931, Howard 1942d;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Cuatrecasas 21959 (F, US);;Andes;1600 m;2845 m;Antioquia, Cauca, Cundinamarca, La Guajira, Huila, Putumayo, Quindío, Valle;Colombia, Ecuador, Perú y Bolivia
992;CARDIOPTERIDACEAE;Citronella;Citronella melliodora;(Sleumer) R.A.Howard;Citronella sucumbiensis Cuatrec.;Howard 1942d, Cuatrecasas 1948;;Árbol;Nativa;No Evaluada;Cuatrecasas 11106 (F, US);;Amazonia;200 m;300 m;Amazonas, Putumayo;Colombia, Ecuador y Perú
993;CARDIOPTERIDACEAE;Citronella;Citronella silvatica;Cuatrec.;;Cuatrecasas 1948;;Árbol;Nativa;No Evaluada;"Cuatrecasas 15402 (HT: F; IT: COL, US, WIS)";Tipo de Colombia;Andes;1250 m;1400 m;Valle;Cordillera Occidental
994;CARDIOPTERIDACEAE;Dendrobangia;Dendrobangia boliviana;Rusby;;Howard 1942c, Howard & Duno de Stefano 1999, Duno de Stefano 2007;;Arbolito, Árbol;Nativa;No Evaluada;Zarucchi 1144 (COL, GH, K);;Amazonia, Andes;50 m;2100 m;Amazonas, Antioquia, Bolívar, Córdoba, Nariño, Putumayo, Santander, Valle, Vaupés;Costa Rica a Brasil y Bolivia
995;CARDIOPTERIDACEAE;Dendrobangia;Dendrobangia multinervia;Ducke;;Howard 1942c, Duno de Stefano 2007;;Arbolito, Árbol;Nativa;No Evaluada;Rudas 3973 (MO);;Amazonia;100 m;220 m;Amazonas;Colombia, Ecuador, Perú y Brasil
996;CARICACEAE;Carica;Carica papaya;L.;;Badillo 1971, Badillo 1983, Miller 1998;;Arbusto, Arbolito, Árbol;Nativa y cultivada;Preocupación Menor;Forero 329 (COL);;Amazonia, Andes, Orinoquia, Pacífico, Valle del Cauca, Valle del Magdalena;60 m;2160 m;Amazonas, Antioquia, Chocó, Cundinamarca, Guaviare, Huila, Magdalena, Meta, Nariño, Tolima, Vaupés;Nativa de América tropical, naturalizada en la zona tropical del Viejo Mundo
997;CARICACEAE;Jacaratia;Jacaratia chocoensis;A.H.Gentry & Forero;;Forero & Gentry 1984;;Árbol;Nativa;No Evaluada;"Forero 6699 (HT: COL; IT: MO)";Tipo de Colombia;Andes;630 m;1500 m;Antioquia, Chocó;Colombia, Ecuador
998;CARICACEAE;Jacaratia;Jacaratia digitata;(Poepp. & Endl.) Solms;;Badillo 1971, Badillo 1983;;Árbol;Nativa;No Evaluada;Betancur 5494 (COL);;Amazonia, Andes, Guayana y Serranía de La Macarena;120 m;1670 m;Amazonas, Meta, Nariño, Putumayo;O Cuenca Amazónica al pie Los Andes, en Colombia a Bolivia, Brasil
999;CARICACEAE;Jacaratia;Jacaratia spinosa;(Aubl.) A.DC.;;Badillo 1983;;Arbusto, Árbol;Nativa;No Evaluada;Callejas 4833 (HUA);;Andes, Pacífico;10 m;980 m;Antioquia, Chocó;Nicaragua a N Argentina
1000;CARICACEAE;Vasconcellea;Vasconcellea goudotiana;Triana & Planch.;Carica goudotiana (Triana & Planch.) Solms;Badillo 2001, Correa et al. 2004;;Arbolito, Árbol;Nativa y cultivada;No Evaluada;García-Barriga 18157 (COL);Tipo de Colombia;Amazonia, Andes, Llanura del Caribe, Pacífico, Valle del Cauca, Valle del Magdalena;20 m;2200 m;Antioquia, Boyacá, Cauca, Cundinamarca, Huila, Magdalena, Norte de Santander, Putumayo, Tolima, Valle;S Panamá a Colombia
1001;CARICACEAE;Vasconcellea;Vasconcellea microcarpa;(Jacq.) A.DC.;Carica microcarpa Jacq.;Badillo 1971, Badillo 1983, Badillo 2001;Vasconcellea microcarpa subsp. microcarpa ;Arbolito, Árbol;Nativa;No Evaluada;Idrobo 4724 (COL);;Amazonia, Andes, Guayana y Serranía de La Macarena, Orinoquia;100 m;2250 m;Amazonas, Antioquia, Caldas, Casanare, Chocó, Cundinamarca, Meta, Nariño;Panamá a Venezuela, Bolivia y Brasil
1002;CARICACEAE;Vasconcellea;Vasconcellea pubescens;A.DC.;Carica candamarcensis Hook.f., Carica cestriflora (A.DC.) Solms, Carica pubescens Lenné & K.Koch, Vasconcellea cundinamarcensis V.M.Badillo;Hokche et al. 2008;;Árbol;Nativa y cultivada;No Evaluada;García-Barriga 21027 (COL);;Andes;1100 m;3600 m;Antioquia, Boyacá, Cauca, Cundinamarca, Meta, Nariño, Putumayo, Santander;Panamá a Venezuela y Bolivia
1003;CARYOCARACEAE;Anthodiscus;Anthodiscus amazonicus;Gleason & A.C.Sm.;;Prance 1987;;Árbol;Nativa;No Evaluada;García-Barriga 13980 (COL);;Amazonia, Guayana y Serranía de La Macarena;100 m;100 m;Amazonas, Guainía, Vaupés;Colombia, Brasil, Perú, Ecuador
1004;CARYOCARACEAE;Anthodiscus;Anthodiscus chocoensis;Prance;;Prance 1987;;Árbol;Nativa;No Evaluada;Gentry 40460 (MO, NY);Tipo de Colombia;Pacífico;50 m;640 m;Antioquia, Chocó, Valle;"Costa Rica a Colombia; Costa Atlántica de Brasil"
1005;CARYOCARACEAE;Anthodiscus;Anthodiscus montanus;Gleason;;;;Árbol;Nativa;No Evaluada;"Lawrance 474 (HT: NY; IT: A, BM, F, G, GH, K, MO, S, U, UC, US)";Tipo de Colombia;Andes;1100 m;1100 m;Boyacá;Cordillera Oriental
1006;CARYOCARACEAE;Anthodiscus;Anthodiscus obovatus;Wittm.;;Prance 1998;;Árbol;Nativa;No Evaluada;Idrobo 11469 (COL, COAH);;Amazonia, Guayana y Serranía de La Macarena;100 m;100 m;Amazonas, Caquetá, Vaupés;Colombia, Brasil, Venezuela
1007;CARYOCARACEAE;Anthodiscus;Anthodiscus pilosus;Ducke;;;;Árbol;Nativa;No Evaluada;Cárdenas 8070 (COAH);;Amazonia, Guayana y Serranía de La Macarena;100 m;100 m;Amazonas, Caquetá, Vaupés;Colombia, Ecuador, Perú
1008;CARYOCARACEAE;Caryocar;Caryocar amygdaliferum;Cav.;;López et al. 2007;;Árbol;Nativa;Vulnerable;Gentry 13741 (COL);Tipo de Colombia;Pacífico, Valle del Cauca, Valle del Magdalena;50 m;900 m;Antioquia, Bolívar, Chocó, Santander;Colombia, Panamá
1009;CARYOCARACEAE;Caryocar;Caryocar glabrum;(Aubl.) Pers.;;Prance 1987, Prance 1998, Rudas & Prieto 2005;;Árbol;Nativa;No Evaluada;Cogollo 258 (JAUM, MO);;Amazonia, Valle del Magdalena;100 m;1000 m;Amazonas, Antioquia, Vaupés;N Suramérica a Bolivia
1010;CARYOCARACEAE;Caryocar;Caryocar microcarpum;Ducke;;Prance 1998, Rudas & Prieto 2005;;Árbol;Nativa;No Evaluada;Cárdenas 4298 (COAH, MO);;Amazonia, Guayana y Serranía de La Macarena, Orinoquia;100 m;250 m;Amazonas, Caquetá, Guaviare, Vaupés, Vichada;"N Suramérica a Bolivia; Caribe"
1011;CARYOCARACEAE;Caryocar;Caryocar nuciferum;L.;;Prance 1987;;Árbol;Nativa;No Evaluada;Gentry 23922 (COL, MO, NY);;Pacífico;60 m;700 m;Antioquia, Chocó;Panamá a Surinam
1012;CARYOCARACEAE;Caryocar;Caryocar pallidum;A.C.Sm.;;Prance 1987;;Árbol;Nativa;No Evaluada;Sánchez 2966 (COAH);;Amazonia, Guayana y Serranía de La Macarena;100 m;200 m;Amazonas, Caquetá, Vaupés;Colombia, Venezuela, Brasil, Bolivia
1013;CASUARINACEAE;Casuarina;Casuarina cunninghamiana;Miq.;;;;Árbol;Cultivada;No Evaluada;Forero 1538 (CUVC, MO);;Valle del Cauca;900 m;900 m;Valle;"Nativa de N y O Australia; cultivada alrededor del mundo"
1014;CASUARINACEAE;Casuarina;Casuarina equisetifolia;L.;;Pérez-Arbeláez 1978;;Árbol;Cultivada;No Evaluada;García-Barriga 15242 (COL);;Andes, Islas Caribeñas, Llanura del Caribe;5 m;2650 m;Antioquia, Cauca, Cundinamarca, Magdalena, San Andrés, Providencia y Santa Catalina;"Nativa de N y O Australia; cultivada alrededor del mundo"
1015;CELASTRACEAE;Gymnosporia;Gymnosporia gentryi;Lundell;;Lundell 1985, Hammel 1997;;Árbol;Nativa;No Evaluada;Gentry 35068 (IT: MO);Tipo de Colombia;Andes;1200 m;2800 m;Antioquia, Chocó, Cundinamarca, Nariño, Quindío, Risaralda, Valle;Colombia a Ecuador
1016;CELASTRACEAE;Gymnosporia;Gymnosporia urbaniana;(Loes.) Liesner;Gymnosporia magnifolia (Loes.) Lundell, Maytenus magnifolia Loes., Maytenus urbaniana Taub., Rhacoma urbaniana Loes.;Hammel 1997;;Árbol;Nativa;No Evaluada;Cogollo 2124 (JAUM);;Valle del Magdalena;325 m;325 m;Antioquia;Colombia, Perú, Brasil
1017;CELASTRACEAE;Maytenus;Maytenus amazonica;Mart.;;;;Árbol;Nativa;No Evaluada;Galeano 2225 (COL);;Amazonia, Guayana y Serranía de La Macarena;200 m;630 m;Amazonas, Caquetá, Guainía;Amazonia
1018;CELASTRACEAE;Maytenus;Maytenus duqueana;Cuatrec.;;Cuatrecasas 1959a;;Árbol;Nativa;No Evaluada;Duque 3929 (COL);Tipo de Colombia;Andes;1900 m;2400 m;Cauca, Nariño, Quindío, Valle;
1019;CELASTRACEAE;Maytenus;Maytenus guyanensis;Reissek;;;;Árbol;Nativa;No Evaluada;Mendoza 1092 (FMB);;Amazonia, Orinoquia;35 m;350 m;Caquetá, Casanare, Guaviare, Meta, Vichada;Colombia, Venezuela, Guyana, Brasil
1020;CELASTRACEAE;Maytenus;Maytenus krukovii;A.C.Sm.;;;;Árbol;Nativa;No Evaluada;García 18705 (COL);;Amazonia;300 m;400 m;Amazonas, Guainía, Putumayo, Vaupés;Colombia, Brasil
1021;CELASTRACEAE;Maytenus;Maytenus laevis;Reissek;;;;Árbol;Nativa;No Evaluada;Roa 666 (COL);;Amazonia;250 m;400 m;Amazonas, Caquetá, Putumayo, Vaupés;N Suramérica
1022;CELASTRACEAE;Maytenus;Maytenus laxiflora;Triana & Planch.;;;;Arbusto, Árbol;Nativa;No Evaluada;Jaramillo 8273 (COL);Tipo de Colombia;Andes;2000 m;3000 m;Boyacá, Cundinamarca;
1023;CELASTRACEAE;Maytenus;Maytenus longipes;Briq.;;;;Árbol;Nativa;No Evaluada;Dugand 6903 (COL);Tipo de Colombia;Llanura del Caribe, Valle del Magdalena;0 m;600 m;Antioquia, Atlántico, Bolívar, Chocó, La Guajira, Magdalena, Santander;
1024;CELASTRACEAE;Maytenus;Maytenus sieberiana;Krug & Urb.;;;;Árbol;Nativa;No Evaluada;Cuatrecasas 7673 (COL, US);;Amazonia;0 m;300 m;Guaviare;Colombia, Venezuela, Guayanas, Brasil, Trinidad y Tobago
1025;CELASTRACEAE;Zinowiewia;Zinowiewia australis;Lundell;;Lundell 1938;;Árbol;Nativa;No Evaluada;Betancur 4009 (COL);;Andes;2610 m;2750 m;Boyacá, Cundinamarca, Nariño, Norte de Santander, Risaralda;Venezuela a Perú
1026;CELASTRACEAE;Zinowiewia;Zinowiewia integerrima;(Turcz.) Turcz.;;Lundell 1939;;Árbol;Nativa;No Evaluada;Romero-Castañeda 7755 (COL);;Sierra Nevada de Santa Marta;2600 m;2750 m;Magdalena;México a Venezuela y Perú
1027;CELASTRACEAE;Zinowiewia;Zinowiewia sulphurea;Lundell;;Lundell 1970;;Árbol;Nativa;No Evaluada;Core 1221 (COL);;Andes;2500 m;2500 m;Cauca;
1028;CHLORANTHACEAE;Hedyosmum;Hedyosmum angustifolium;(Ruiz & Pav.) Solms;;;;Árbol;Nativa;No Evaluada;Devia 7884 (TULV);;Andes;900 m;2990 m;Nariño;S Colombia a Bolivia
1029;CHLORANTHACEAE;Hedyosmum;Hedyosmum anisodorum;Todzia;;;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;;Esperada;Andes;1000 m;2800 m;Nariño, Putumayo;S Colombia?, Ecuador, Perú
1030;CHLORANTHACEAE;Hedyosmum;Hedyosmum bonplandianum;Kunth;;Escobar 2001, Vargas 2002;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Bonpland s.n. (LT: P);Tipo de Colombia;Andes;900 m;2400 m;Antioquia, Cauca, Chocó, Quindío, Risaralda, Valle;Nicaragua a N Ecuador
1031;CHLORANTHACEAE;Hedyosmum;Hedyosmum colombianum;Cuatrec.;;Madriñan 2004a;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;"Pérez-Arbeláez 6619 (HT: COL; IT: CM, F, US)";Tipo de Colombia;Andes;2100 m;3500 m;Antioquia, Boyacá, Cauca, Cundinamarca, Magdalena, Meta, Quindío, Santander;
1032;CHLORANTHACEAE;Hedyosmum;Hedyosmum crenatum;Occhioni;;Vargas 2002;;Subarbusto, Arbusto, Árbol;Nativa;No Evaluada;"Cuatrecasas 12318 (HT: S; IT: BM, COL, F, GH, US)";Tipo de Colombia;Andes, Sierra Nevada de Santa Marta;1990 m;3700 m;Antioquia, Boyacá, Cundinamarca, La Guajira, Magdalena, Meta, Norte de Santander, Santander;Colombia, Venezuela
1033;CHLORANTHACEAE;Hedyosmum;Hedyosmum cuatrecazanum;Occhioni;Hedyosmum crassifolium Cuatrec., Hedyosmum crassifolium Urb.;Mendoza & Ramírez 2000, Vargas 2002;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;"Cuatrecasas 19277 (HT: COL; IT: A, DUKE)";Tipo de Colombia;Andes, Sierra Nevada de Santa Marta;1400 m;3700 m;Antioquia, Boyacá, Caldas, Cauca, Cundinamarca, Huila, Magdalena, Nariño, Putumayo, Quindío, Risaralda, Santander, Valle;N Colombia a C Bolivia
1034;CHLORANTHACEAE;Hedyosmum;Hedyosmum cumbalense;H.Karst.;Hedyosmum granizo Cuatrec., Hedyosmum toxicum Cuatrec.;Todzia 1990, Vargas 2002;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Luteyn 12851 (COL);Tipo de Colombia;Andes;1950 m;3800 m;Antioquia, Cauca, Huila, Nariño, Putumayo, Quindío, Risaralda, Valle;Colombia a Perú
1035;CHLORANTHACEAE;Hedyosmum;Hedyosmum gentryi;D'Arcy & Liesner;;;;Arbusto, Árbol;Nativa;No Evaluada;Betancur 11423 (COL);;Andes;1250 m;2000 m;Antioquia, Norte de Santander;Panamá a Venezuela
1036;CHLORANTHACEAE;Hedyosmum;Hedyosmum goudotianum;Solms;Hedyosmum montanum W.C.Burger, Tafallaea goudotiana (Solms) Kuntze;Todzia 1990, Vargas 2002;Hedyosmum goudotianum var. goudotianum ;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Goudot s.n. (LT: P);Tipo de Colombia;Andes;1050 m;3300 m;Antioquia, Boyacá, Caldas, Cauca, Chocó, Cundinamarca, Huila, Meta, Nariño, Norte de Santander, Putumayo, Quindío, Risaralda, Santander, Tolima, Valle;Costa Rica a Perú
1037;CHLORANTHACEAE;Hedyosmum;Hedyosmum luteynii;Todzia;;;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Orozco 1197 (COL);;Andes;2600 m;3600 m;Cauca, Huila, Nariño, Quindío, Risaralda, Tolima, Valle;Colombia, Ecuador
1038;CHLORANTHACEAE;Hedyosmum;Hedyosmum narinoense;Todzia;;Todzia 1993;;Árbol;Nativa;No Evaluada;Betancur 4310 (COL, MO, HUA);Tipo de Colombia;Andes;900 m;1500 m;Nariño;SO Colombia, N Ecuador
1039;CHLORANTHACEAE;Hedyosmum;Hedyosmum parvifolium;Baill.;;;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;"Goudot s.n. (LT: P; ILT: K)";Tipo de Colombia;Andes;2700 m;3400 m;Boyacá, Cundinamarca, Meta, Norte de Santander, Santander;Colombia, Venezuela
1040;CHLORANTHACEAE;Hedyosmum;Hedyosmum pungens;Todzia;;;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;"Todzia 2398 (HT: COL; IT: CUVC, MO, NY, TEX)";Tipo de Colombia;Andes;1300 m;1800 m;Cauca, Chocó, Valle;Cordillera Occidental
1041;CHLORANTHACEAE;Hedyosmum;Hedyosmum racemosum;(Ruiz & Pav.) G.Don;Hedyosmum glabratum Kunth, Hedyosmum huilense Cuatrec., Hedyosmum llanorum Cuatrec.;Mendoza & Ramírez 2000;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Madriñán 154 (COL, MO);;Amazonia, Andes, Guayana y Serranía de La Macarena, Orinoquia, Sierra Nevada de Santa Marta;250 m;3350 m;Antioquia, Boyacá, Caldas, Caquetá, Cauca, Cesar, Cundinamarca, Guaviare, Huila, Magdalena, Meta, Nariño, Norte de Santander, Putumayo, Quindío, Risaralda, Santander, Tolima, Valle;N Colombia a Bolivia
1042;CHLORANTHACEAE;Hedyosmum;Hedyosmum scaberrimum;Standl.;;Mahecha 1997, Todzia 2001d;;Arbusto, Árbol;Nativa;No Evaluada;Tuberquia 677 (COL);;Andes, Pacífico;0 m;2150 m;Antioquia, Chocó, Nariño, Valle;Colombia a Costa Rica
1043;CHLORANTHACEAE;Hedyosmum;Hedyosmum scabrum;(Ruiz & Pav.) Solms;;Todzia 1990;;Arbusto, Árbol;Nativa;No Evaluada;Torres 1962 (COL);;Andes;2090 m;3130 m;Nariño, Putumayo;C Colombia a C Bolivia
1044;CHLORANTHACEAE;Hedyosmum;Hedyosmum steinii;Todzia;;;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;"Forero 2867 (HT: COL; IT: MO)";Tipo de Colombia;Andes;1600 m;3860 m;Antioquia, Chocó;O Colombia
1045;CHLORANTHACEAE;Hedyosmum;Hedyosmum strigosum;Todzia;;Todzia 1990;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;"Todzia 2413 (HT: COL; IT: AAU, F, JAUM, K, MO, PSO, NY, TEX, US)";Tipo de Colombia;Andes;2000 m;3200 m;Cauca, Nariño, Putumayo;S Colombia, N Ecuador
1046;CHLORANTHACEAE;Hedyosmum;Hedyosmum translucidum;Cuatrec.;;Todzia 1990;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;"Cuatrecasas 8491 (HT: COL; IT: F)";Tipo de Colombia;Andes;2000 m;3100 m;Antioquia, Boyacá, Caquetá, Cauca, Cundinamarca, Huila, Meta, Nariño, Norte de Santander, Putumayo, Valle;O Venezuela a N Perú
1047;CHRYSOBALANACEAE;Acioa;Acioa schultesii;Maguire;;Prance 1972a, Prance 2001;;Arbolito, Árbol;Nativa;Casi Amenazada;Liesner 9107 (MO, NY);;Guayana y Serranía de La Macarena;120 m;120 m;Guainía;Colombia, Brasil, Venezuela
1048;CHRYSOBALANACEAE;Chrysobalanus;Chrysobalanus icaco;L.;;Prance 1972a, Prance 1989, Prance 2001;;Arbusto, Árbol;Nativa;No Evaluada;Fernández-Pérez 244 (COL, NY);;Islas Caribeñas, Llanura del Caribe, Pacífico, Valle del Magdalena;0 m;550 m;Antioquia, Atlántico, Bolívar, Chocó, Córdoba, Cundinamarca, Huila, Magdalena, Nariño, San Andrés, Providencia y Santa Catalina, Santander, Sucre, Tolima, Valle;"Costas de México a Brasil; costa O de África, de Guinea a Angola"
1049;CHRYSOBALANACEAE;Couepia;Couepia bracteosa;Benth.;;Prance 1972a, Prance 1989, Prance 2001;;Árbol;Nativa;Casi Amenazada;Rodríguez 95 (K);;Guayana y Serranía de La Macarena;200 m;200 m;Vaupés;N y O Amazonia y Guayanas
1050;CHRYSOBALANACEAE;Couepia;Couepia chrysocalyx;(Poepp.) Hook.f.;;Prance 1972a, Prance 1989, Prance 2001;;Árbol;Nativa;Preocupación Menor;Mora 4434 (COL);;Amazonia, Guayana y Serranía de La Macarena;110 m;420 m;Amazonas, Caquetá, Cauca, Guainía, Putumayo, Vaupés;N y O Amazonia
1051;CHRYSOBALANACEAE;Couepia;Couepia dolichopoda;Prance;;Prance 1989, Prance 2001;;Árbol;Nativa;Casi Amenazada;Cárdenas 4220 (COAH, K);;Amazonia;100 m;300 m;Amazonas, Caquetá;O Amazonia en Colombia, Brasil y Perú
1052;CHRYSOBALANACEAE;Couepia;Couepia elata;Ducke;;Prance 1989, Prance 2001;;Árbol;Nativa;Casi Amenazada;Sánchez 980 (K);;Amazonia;300 m;300 m;Amazonas;C y O Amazonia en Colombia y Brasil
1053;CHRYSOBALANACEAE;Couepia;Couepia guianensis;Aubl.;Couepia glandulosa Miq.;Prance 1972a, Prance 2001;Couepia guianensis subsp. glandulosa (Miq.) Prance, Couepia guianensis subsp. guianensis ;Arbusto, Árbol;Nativa;Preocupación Menor;Restrepo 493 (COAH, K);;Amazonia, Guayana y Serranía de La Macarena, Orinoquia, Pacífico, Valle del Magdalena;20 m;600 m;Amazonas, Antioquia, Caquetá, Chocó, Guainía, Meta, Santander, Vaupés;N Suramérica
1054;CHRYSOBALANACEAE;Couepia;Couepia habrantha;Standl.;;Prance 1989, Prance 2001;;Árbol;Nativa;Casi Amenazada;Vester 48 (K);;Amazonia;200 m;200 m;Amazonas;Guayana, N Amazonia
1055;CHRYSOBALANACEAE;Couepia;Couepia krukovii;Standl.;;Prance 1972a, Prance 1989, Prance 2001;;Arbolito, Árbol;Nativa;Casi Amenazada;Londoño 881 (NY);;Amazonia;200 m;300 m;Amazonas;NO Amazonia
1056;CHRYSOBALANACEAE;Couepia;Couepia latifolia;Standl.;;Prance 1972a, Prance 1989, Prance 2001;;Árbol;Nativa;Casi Amenazada;Defler 104 (MO);;Amazonia;200 m;200 m;Vaupés;C y O Amazonia en Colombia y Brasil
1057;CHRYSOBALANACEAE;Couepia;Couepia macrophylla;Hook.f.;;Prance 1972a, Prance 1989, Prance 2001;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Rudas 3725 (MO);;Amazonia;100 m;120 m;Amazonas;C y O Amazonia: Colombia, Brasil y Perú
1058;CHRYSOBALANACEAE;Couepia;Couepia maguirei;Prance;;Prance 1972a, Prance 1989, Prance 2001;;Arbusto, Árbol;Nativa;No Evaluada;;Esperada;Guayana y Serranía de La Macarena;120 m;120 m;Guainía;NO Amazonia en Colombia, Brasil y Venezuela
1059;CHRYSOBALANACEAE;Couepia;Couepia nutans;Prance;;Prance 1989, Prance 2001;;Árbol;Nativa;Vulnerable;"Hilty A-1 (HT: US; IT: NY, UC)";Conocida solo del tipo;Andes;1000 m;1000 m;Valle;Cordillera Occidental de Colombia
1060;CHRYSOBALANACEAE;Couepia;Couepia obovata;Ducke;;Prance 1972a, Prance 1989, Prance 2001;;Árbol;Nativa;Casi Amenazada;Schultes 15662 (GH, NY, US);;Guayana y Serranía de La Macarena;200 m;200 m;Vaupés;Guayanas y NO y C Amazonia
1061;CHRYSOBALANACEAE;Couepia;Couepia paraensis;(Mart. & Zucc.) Benth.;;Prance 1972a, Prance 1989, Prance 2001;Couepia paraensis subsp. glaucescens (Hook.f.) Prance;Árbol;Nativa;Preocupación Menor;Zarucchi 3626 (MO, NY);;Orinoquia;80 m;110 m;Arauca, Guainía, Vichada;N Suramérica al E de los Andes
1062;CHRYSOBALANACEAE;Couepia;Couepia parillo;DC.;;Prance 1972a, Prance 1989, Prance 2001;;Árbol;Nativa;Preocupación Menor;Betancur 2865 (COL, MO);;Amazonia, Guayana y Serranía de La Macarena;150 m;200 m;Amazonas, Caquetá, Vaupés;Guayanas y Amazonia de Colombia, Perú y Brasil
1063;CHRYSOBALANACEAE;Couepia;Couepia racemosa;Hook.f.;;Prance 1972a, Prance 1989, Prance 2001;;Árbol;Nativa;Preocupación Menor;Schultes 15291 (F, NY, US);;Amazonia, Guayana y Serranía de La Macarena;200 m;200 m;Amazonas, Caquetá, Vaupés;C y O Amazonia en Colombia, Venezuela, Perú y Brasil
