id;familia;genero;nombre;autor;sinonimos;referencias;taxones_infraespecificos;habito;origen;estado_de_conservacion;especimen_representativo;notas;regiones_biogeograficas;elevacion_minima;elevacion_maxima;departamentos;distribucion_global
1867;PASSIFLORACEAE;Passiflora;Passiflora fimbriatistipula;Harms;;Killip 1938, Escobar 1988b, Hernández & Bernal 2000;;Trepadora;Nativa;Preocupación Menor;Lozano 3332 (COL);;Andes;2900 m;3000 m;Cauca, Huila;Cordillera Central
1868;PASSIFLORACEAE;Passiflora;Passiflora flexipes;Triana & Planch.;Tacsonia flexipes Triana & Planch.;Killip 1938, Escobar 1988b, Hernández & Bernal 2000;;Trepadora;Nativa;Preocupación Menor;"Triana 2970 (HT: BM; IT: K, P)";Tipo de Colombia;Andes;2500 m;3000 m;Antioquia, Caldas, Quindío, Risaralda, Tolima;Cordillera Central
1869;PASSIFLORACEAE;Passiflora;Passiflora foetida;L.;Dysosmia foetida (L.) M.Roem., Granadilla foetida (L.) Gaertn.;Killip 1938, Holm-Nielsen et al. 1988, Hernández & Bernal 2000;Passiflora foetida var. eliasii Killip, Passiflora foetida var. gossypiifolia (Ham.) Mast., Passiflora foetida var. hispida (Triana & Planch.) Killip, Passiflora foetida var. isthmia Killip, Passiflora foetida var. moritziana (Planch.) Killip, Passiflora foetida var. sanctaemartae Killip;Trepadora;Nativa;Preocupación Menor;Rodríguez 421 (COL);;Andes, Llanura del Caribe, Orinoquia, Pacífico, Valle del Magdalena;0 m;1500 m;Amazonas, Antioquia, Arauca, Atlántico, Bolívar, Boyacá, Caldas, Cauca, Cesar, Chocó, Córdoba, Cundinamarca, Guainía, La Guajira, Huila, Magdalena, Meta, Nariño, Norte de Santander, Quindío, Santander, Sucre, Tolima, Valle;"S Estados Unidos a Argentina y Bolivia; naturalizada como maleza en África y SE Asia"
1870;PASSIFLORACEAE;Passiflora;Passiflora formosa;Ulmer;;Ulmer 1999, Hernández & Bernal 2000, Ocampo et al. 1974;;Trepadora;Nativa;Preocupación Menor;"Uribe 5945 (HT: US; IT: COL, MO)";Conocida solo del tipo;Andes;3000 m;3100 m;Boyacá;Cordillera Oriental
1871;PASSIFLORACEAE;Passiflora;Passiflora franciscoi;C.Aguirre & M.Bonilla;;Aguirre-Morales et al. 2016;;Trepadora;Nativa;En Peligro;Castro 2345 (HT: LLANOS);Tipo de Colombia;Orinoquia;58 m;500 m;Arauca, Casanare, Meta, Vichada;E Colombia y prob. Venezuela
1872;PASSIFLORACEAE;Passiflora;Passiflora garckei;Mast.;;Killip 1938;;Trepadora;Nativa;No Evaluada;Zuloaga 3887 (MO);;Orinoquia;480 m;480 m;Meta;Colombia a Guyana
1873;PASSIFLORACEAE;Passiflora;Passiflora glandulosa;Cav.;;Killip 1938, Holm-Nielsen 1974, Escobar 1988b, Hernández & Bernal 2000, Ocampo et al. 1974;;Trepadora;Nativa;Preocupación Menor;Romero-Castañeda 3668 (COL);;Amazonia;0 m;500 m;Vaupés;Amazonia
1874;PASSIFLORACEAE;Passiflora;Passiflora gleasonii;Killip;;Killip 1938, Hernández & Bernal 2000, Ocampo et al. 1974;;Trepadora;Nativa;Preocupación Menor;Madriñán 1014 (COL, GH, MO);;Orinoquia;0 m;500 m;Guaviare;E Colombia a Guyana y Perú
1875;PASSIFLORACEAE;Passiflora;Passiflora gracilis;Link;Cieca gracilis (Link) M.Roem.;Killip 1938, Holm-Nielsen & Jørgensen 1986;;Trepadora;Nativa;No Evaluada;Moritz 1963 (P);;Andes;;;Desconocido;Guatemala a Venezuela y Ecuador
1876;PASSIFLORACEAE;Passiflora;Passiflora gracillima;Killip;;Killip 1938, Holm-Nielsen & Jørgensen 1986, Hernández & Bernal 2000;;Trepadora;Nativa;Preocupación Menor;Pennell 9393 (HT: US);Tipo de Colombia;Andes;2000 m;3000 m;Antioquia, Caldas, Huila, Nariño, Quindío, Tolima;Panamá a Ecuador
1877;PASSIFLORACEAE;Passiflora;Passiflora grandis;Killip;;Killip 1938, Hernández & Bernal 2000, Ocampo et al. 1974;;Trepadora;Nativa;Datos Insuficientes;"Schlim 585 (HT: K; IT: BR, G, P)";Conocida solo del tipo;Andes;1000 m;2000 m;Norte de Santander;NE Colombia
1878;PASSIFLORACEAE;Passiflora;Passiflora gritensis;H.Karst.;;Killip 1938, Hernández & Bernal 2000, Ocampo et al. 1974;;Trepadora;Nativa;Preocupación Menor;Escobar 479 (HUA, MO);;Andes;2000 m;2500 m;Antioquia, Boyacá, Norte de Santander;Colombia y O Venezuela
1879;PASSIFLORACEAE;Passiflora;Passiflora guatemalensis;S.Watson;;Killip 1938, Hernández & Bernal 2000, Hernández 2003;;Trepadora;Nativa;Preocupación Menor;Roldán 1377 (COL, HUA, MO);;Andes, Llanura del Caribe, Sierra Nevada de Santa Marta;0 m;1400 m;Antioquia, Caldas, Cesar, La Guajira, Magdalena, Quindío, Risaralda, Tolima, Valle;México a Venezuela
1880;PASSIFLORACEAE;Passiflora;Passiflora guazumifolia;Jacq.;;Killip 1938, Hernández & Bernal 2000, Ocampo et al. 1974;;Trepadora;Nativa;Preocupación Menor;Bonpland s.n. (T: P);Tipo de Colombia;Llanura del Caribe;0 m;500 m;Bolívar, Córdoba, Magdalena, Meta, Santander, Tolima;N Colombia, Venezuela
1881;PASSIFLORACEAE;Passiflora;Passiflora holosericea;L.;Decaloba holosericea (L.) M.Roem., Passiflora reticulata C.Wright;Killip 1938, Hernández & Bernal 2000, Hernández 2003;;Trepadora;Nativa;Preocupación Menor;Dugand 6223 (COL);;Llanura del Caribe, Sierra Nevada de Santa Marta;0 m;1000 m;Atlántico, Bolívar, Cesar, Magdalena;"México a N Colombia y Venezuela; Cuba"
1882;PASSIFLORACEAE;Passiflora;Passiflora hyacinthiflora;Triana & Planch.;;Killip 1938, Hernández & Bernal 2000, Hernández 2003;;Trepadora;Nativa;Datos Insuficientes;García-Barriga 20700 (COL, HUA);;Andes;2700 m;3000 m;Norte de Santander, Quindío, Santander;
1883;PASSIFLORACEAE;Passiflora;Passiflora involucrata;(Mast.) A.H.Gentry;;Killip 1938, Escobar 1988b, Hernández & Bernal 2000;;Trepadora;Nativa;Preocupación Menor;Duque 2422 (COL);;Amazonia;0 m;500 m;Amazonas, Caquetá, Vaupés;O Amazonia
1884;PASSIFLORACEAE;Passiflora;Passiflora jardinensis;L.K.Escobar;;Escobar 1988b, Hernández & Bernal 2000, Ocampo et al. 1974;;Trepadora;Nativa;Vulnerable;Escobar 7405 (COL, HUA);Tipo de Colombia;Andes;2800 m;3000 m;Antioquia;N Cordillera Occidental
1885;PASSIFLORACEAE;Passiflora;Passiflora kalbreyeri;Mast.;;Killip 1938, Hernández & Bernal 2000, Hernández 2003;;Trepadora;Nativa;Preocupación Menor;Escobar 3230 (HUA);Tipo de Colombia;Andes;1500 m;2600 m;Cesar, Norte de Santander, Santander;NE Colombia y Venezuela
1886;PASSIFLORACEAE;Passiflora;Passiflora killipiana;Cuatrec.;;Ocampo et al. 1974;;Trepadora;Nativa;Preocupación Menor;"Schultes 5875 (HT: US; IT: COL, GH)";Conocida solo del tipo;Amazonia;100 m;100 m;Amazonas;
1887;PASSIFLORACEAE;Passiflora;Passiflora lanata;(Juss.) Poir.;;Killip 1938, Escobar 1988b, Hernández & Bernal 2000;;Trepadora;Nativa;Preocupación Menor;Bello 153 (COL);;Andes;2200 m;3500 m;Boyacá, Cundinamarca, Santander, Tolima;Cordillera Oriental
1888;PASSIFLORACEAE;Passiflora;Passiflora laurifolia;L.;Granadilla laurifolia (L.) Medik.;Killip 1938, Hernández & Bernal 2000, Ocampo et al. 1974;;Trepadora;Nativa;Preocupación Menor;Gómez 40 (HUA);;Amazonia, Andes, Guayana y Serranía de La Macarena, Orinoquia, Pacífico;0 m;1500 m;Amazonas, Antioquia, Caquetá, Meta, Vaupés, Vichada;"Colombia y Venezuela a Perú, Brasil y Guayanas; Antillas"
1889;PASSIFLORACEAE;Passiflora;Passiflora lehmannii;Mast.;;Killip 1938, Hernández & Bernal 2000, Ocampo et al. 1974;;Trepadora;Nativa;Preocupación Menor;Escobar 3008 (HUA);Tipo de Colombia;Andes;1000 m;2000 m;Caldas, Cundinamarca, Huila, Quindío;
1890;PASSIFLORACEAE;Passiflora;Passiflora leptomischa;Harms;;Killip 1938, Escobar 1988b, Hernández & Bernal 2000;;Trepadora;Nativa;Casi Amenazada;Lehmann 5917 (IT: F, K, US);Tipo de Colombia;Andes;2000 m;2800 m;Antioquia, Cauca, Valle;Cordillera Occidental
1891;PASSIFLORACEAE;Passiflora;Passiflora ligularis;Juss.;;Killip 1938, Holm-Nielsen et al. 1988, Hernández & Bernal 2000;Passiflora ligularis var. lobata Mast.;Trepadora;Nativa y cultivada;Preocupación Menor;Zarucchi 6441 (COL, HUA, MO);;Andes;1000 m;3000 m;Antioquia, Boyacá, Cauca, Cundinamarca, Huila, Meta, Nariño, Norte de Santander, Quindío, Risaralda, Santander, Tolima, Valle;México a Bolivia
1892;PASSIFLORACEAE;Passiflora;Passiflora linearistipula;L.K.Escobar;;Escobar 1988b, Hernández & Bernal 2000, Ocampo et al. 1974;;Trepadora;Nativa;Vulnerable;Escobar 4143 (HT: HUA);Tipo de Colombia;Andes;2700 m;2800 m;Caldas;Cordillera Central
1893;PASSIFLORACEAE;Passiflora;Passiflora lobata;(Killip) J.M.MacDougal;Tetrastylis lobata Killip;MacDougal 1994, Hernández & Bernal 2000, Hernández 2003;;Trepadora;Nativa;Preocupación Menor;McPherson s.n. (HUA, MO);;Pacífico;0 m;1200 m;Antioquia, Chocó;Nicaragua a NO Colombia
1894;PASSIFLORACEAE;Passiflora;Passiflora longipes;Juss.;Passiflora longipes var. retusa (Hook.) Triana & Planch., Passiflora retusa Hook.;Killip 1938, Hernández & Bernal 2000, Ocampo et al. 1974;Passiflora longipes var. oxyphylla L.Uribe;Trepadora;Nativa;Preocupación Menor;Triana 2943 (BM, COL);Tipo de Colombia;Andes;2000 m;3500 m;Boyacá, Cundinamarca, Norte de Santander, Santander, Tolima;Cordilleras Central y Oriental
1895;PASSIFLORACEAE;Passiflora;Passiflora lyra;Killip;;Killip 1938, Hernández 2003, Ocampo et al. 1974;;Trepadora;Nativa;No Evaluada;MacDougal 4161 (HUA, MO, US);;Andes, Valle del Magdalena;400 m;850 m;Antioquia;Colombia y Venezuela
1896;PASSIFLORACEAE;Passiflora;Passiflora magdalenae;Triana & Planch.;;Killip 1938, Hernández & Bernal 2000, Hernández 2003;;Trepadora;Nativa;Vulnerable;Idrobo 11050 (COL);Tipo de Colombia;Valle del Cauca, Valle del Magdalena;0 m;1170 m;Caldas, Cundinamarca, Tolima, Valle;
1897;PASSIFLORACEAE;Passiflora;Passiflora magnifica;L.K.Escobar;;Escobar, L. 1990, Hernández & Bernal 2000, Ocampo et al. 1974;;Trepadora;Nativa;Vulnerable;"Callejas 6586 (HT: HUA; IT: MO)";Tipo de Colombia;Andes;1250 m;1750 m;Antioquia;N Cordillera Occidental
1898;PASSIFLORACEAE;Passiflora;Passiflora maliformis;L.;Passiflora ornata Kunth, Passiflora ornata var. pubescens Triana & Planch.;Killip 1938, Holm-Nielsen et al. 1988, Hernández & Bernal 2000;;Trepadora;Nativa;Preocupación Menor;Vélez 6311 (COL);;Andes, Valle del Cauca, Valle del Magdalena;0 m;2000 m;Antioquia, Boyacá, Caldas, Cundinamarca, Huila, Magdalena, Nariño, Quindío, Risaralda, Santander, Tolima, Valle;"Venezuela a Ecuador; Antillas"
1899;PASSIFLORACEAE;Passiflora;Passiflora manicata;(Juss.) Pers.;Tacsonia manicata Juss.;Killip 1938, Holm-Nielsen et al. 1988, Escobar 1988b;;Trepadora;Nativa;Preocupación Menor;García-Barriga 20943 (COL);;Andes;1500 m;3000 m;Antioquia, Boyacá, Caldas, Cauca, Cundinamarca, Nariño, Norte de Santander, Quindío, Santander, Tolima, Valle;Venezuela a Perú
1900;PASSIFLORACEAE;Passiflora;Passiflora menispermacea;Triana & Planch.;;Killip 1938, Hernández & Bernal 2000, Hernández 2003;;Trepadora;Nativa;Datos Insuficientes;"Goudot 9 (HT: P; IT: K)";Tipo de Colombia;Andes;2000 m;3000 m;Tolima;Cordillera Central
1901;PASSIFLORACEAE;Passiflora;Passiflora menispermifolia;Kunth;Passiflora menispermifolia var. cuellensis Triana & Planch.;Killip 1938, Holm-Nielsen et al. 1988, Hernández & Bernal 2000;;Trepadora;Nativa;Preocupación Menor;Bernal 3399 (COL);;Andes, Orinoquia, Pacífico, Valle del Magdalena;0 m;1600 m;Antioquia, Bolívar, Boyacá, Caquetá, Chocó, Cundinamarca, Meta, Santander, Tolima, Valle;Nicaragua a Brasil, Perú y Bolivia
1902;PASSIFLORACEAE;Passiflora;Passiflora micropetala;Mast.;;Killip 1938, Holm-Nielsen et al. 1988, Hernández 2003;;Trepadora;Nativa;Preocupación Menor;Betancur 9204 (COL);;Andes, Orinoquia;0 m;800 m;Amazonas, Antioquia, Boyacá, Caquetá, Chocó, Meta, Putumayo;NO Suramérica
1903;PASSIFLORACEAE;Passiflora;Passiflora misera;Kunth;Cieca misera (Kunth) M.Roem., Passiflora laticaulis Killip;Killip 1938, Hernández & Bernal 2000;;Trepadora;Nativa;Preocupación Menor;García-Barriga 15200 (COL);Tipo de Colombia;Amazonia, Andes, Llanura del Caribe, Orinoquia, Pacífico, Valle del Magdalena;0 m;500 m;Amazonas, Antioquia, Atlántico, Bolívar, Boyacá, Caldas, Casanare, Cauca, Chocó, Córdoba, Cundinamarca, La Guajira, Magdalena, Meta, Norte de Santander, Valle;Costa Rica a Argentina
1904;PASSIFLORACEAE;Passiflora;Passiflora mixta;L.f.;Tacsonia mixta (L.f.) Juss.;Killip 1938, Holm-Nielsen et al. 1988, Escobar 1988b, Hernández & Bernal 2000, Ocampo et al. 1974;;Trepadora;Nativa y cultivada;Preocupación Menor;Bernal 3343 (COL, HUA);Tipo de Colombia;Andes, Sierra Nevada de Santa Marta;1300 m;3700 m;Antioquia, Boyacá, Caldas, Cauca, Cundinamarca, La Guajira, Magdalena, Nariño, Norte de Santander, Putumayo, Quindío, Risaralda, Santander, Tolima, Valle;Venezuela a Perú y Bolivia
1905;PASSIFLORACEAE;Passiflora;Passiflora mollis;Kunth;Decaloba mollis (Kunth) M.Roem., Passiflora mollis var. obtusiloba Triana & Planch.;Killip 1938, Hernández 2003, Ocampo et al. 1974;;Trepadora;Nativa y cultivada;No Evaluada;Escobar 2065 (HUA, MA, MO);;Andes, Sierra Nevada de Santa Marta;400 m;2300 m;Boyacá, Caldas, Cundinamarca, Magdalena, Quindío, Tolima, Valle;N Colombia y Venezuela
1906;PASSIFLORACEAE;Passiflora;Passiflora monadelpha;P.Jørg. & Holm-Niels.;;Ocampo et al. 1974;;Trepadora;Nativa;Vulnerable/En Peligro;Escobar 4859 (HUA);;Andes;2800 m;3310 m;Tolima, Valle;Colombia y Ecuador
1907;PASSIFLORACEAE;Passiflora;Passiflora morifolia;Mast.;Passiflora dumetosa Barb.Rodr.;Killip 1938, MacDougal 1994, Hernández & Bernal 2000, Hernández 2003, Ocampo et al. 1974;;Trepadora;Nativa;Preocupación Menor;Karsten s.n. (W);;Andes;0 m;500 m;Nariño;Guatemala a Argentina
1908;PASSIFLORACEAE;Passiflora;Passiflora multiformis;Jacq.;;Killip 1938, Hernández & Bernal 2000, Ocampo et al. 1974;;Trepadora;Nativa;Preocupación Menor;Romero-Castañeda 8992 (COL);;Llanura del Caribe, Sierra Nevada de Santa Marta;0 m;1000 m;La Guajira, Magdalena;N Colombia y Venezuela
1909;PASSIFLORACEAE;Passiflora;Passiflora munchiquensis;A.Hernández;;MacDougal & Hernández 2015;;Trepadora;Nativa;Vulnerable;"Escobar 4444 (HT: HUA; IT: F, HUA, MA, QCA)";Tipo de Colombia;Andes;1650 m;3200 m;Cauca, Valle;Cordillera Occidental
1910;PASSIFLORACEAE;Passiflora;Passiflora mutisii;Killip;;Killip 1938, Hernández & Bernal 2000, Ocampo et al. 1974;;Trepadora;Nativa;Datos Insuficientes;"Mutis 2279 (HT: MA; IT: US)";Conocida solo del tipo;Valle del Magdalena;;;Tolima;C Colombia
1911;PASSIFLORACEAE;Passiflora;Passiflora nitida;Kunth;;Killip 1938, Hernández & Bernal 2000, Ocampo et al. 1974;;Trepadora;Nativa;Preocupación Menor;Forero 4054 (COL, MO);;Amazonia, Andes, Guayana y Serranía de La Macarena, Orinoquia, Pacífico;0 m;650 m;Amazonas, Caquetá, Chocó, Cundinamarca, Guainía, Guaviare, Meta, Nariño, Putumayo, Tolima, Valle, Vaupés;Panamá a Brasil
1912;PASSIFLORACEAE;Passiflora;Passiflora oerstedii;Mast.;Passiflora populifolia Triana & Planch., Passiflora praeacuta Mast.;Killip 1938, Holm-Nielsen et al. 1988, Hernández & Bernal 2000;;Trepadora;Nativa;Preocupación Menor;Lozano 5414 (COL, HUA);;Amazonia, Andes, Pacífico;0 m;2000 m;Amazonas, Antioquia, Caldas, Cauca, Chocó, Cundinamarca, Meta, Nariño, Quindío, Tolima, Valle;México a Bolivia y N Paraguay
1913;PASSIFLORACEAE;Passiflora;Passiflora pacifica;L.K.Escobar;;Killip 1938, Hernández & Bernal 2000, Ocampo et al. 1974;;Trepadora;Nativa;Preocupación Menor;Folsom 10900 (HT: HUA);Tipo de Colombia;Andes, Pacífico;0 m;1800 m;Antioquia, Chocó, Nariño, Valle;O Colombia
1914;PASSIFLORACEAE;Passiflora;Passiflora palenquensis;Holm-Niels. & Lawesson;;Killip 1938, Holm-Nielsen et al. 1988, Hernández & Bernal 2000;;Trepadora;Nativa;Preocupación Menor;Gentry 24091 (COL, HUA, MO);;Andes, Pacífico;0 m;1200 m;Antioquia, Cauca, Chocó, Nariño, Valle;Colombia y Ecuador
1915;PASSIFLORACEAE;Passiflora;Passiflora pallida;L.;Passiflora nigra Jacq.;Porter-Utley 2003, Ocampo et al. 1974;;Trepadora;Nativa;No Evaluada;Dugand 2844 (COL);;Islas Caribeñas, Llanura del Caribe;0 m;300 m;Atlántico, Bolívar, Magdalena, San Andrés, Providencia y Santa Catalina, Sucre;"México a N Colombia y N Venezuela; Antillas; introducida en el Paleotrópico"
1916;PASSIFLORACEAE;Passiflora;Passiflora pamplonensis;Triana & Planch.;;Killip 1938, Escobar 1988b, Hernández & Bernal 2000;;Trepadora;Nativa;En Peligro Crítico;"Schlim 1385 (HT: BM; IT: LD)";;Andes;2300 m;2300 m;Santander;N Cordillera Oriental
1917;PASSIFLORACEAE;Passiflora;Passiflora panamensis;Killip;;Killip 1938, Hernández & Bernal 2000, Hernández 2003;;Trepadora;Nativa;Preocupación Menor;Zarucchi 5107 (COL, HUA, GH, K, MO, NY, PMA, TEX, UC, US);;Pacífico, Valle del Magdalena;0 m;500 m;Antioquia, Chocó, Córdoba;Colombia a Costa Rica
1918;PASSIFLORACEAE;Passiflora;Passiflora parritae;(Mast.) L.H.Bailey;Passiflora salmonea Harms, Tacsonia parritae Mast.;Killip 1938, Escobar 1988b, Hernández & Bernal 2000;;Trepadora;Nativa;Preocupación Menor;Franco 2869 (COL);Tipo de Colombia;Andes;1900 m;2800 m;Caldas, Risaralda, Tolima;Cordillera Central
1919;PASSIFLORACEAE;Passiflora;Passiflora pennellii;Killip;;Killip 1938, Hernández & Bernal 2000;;Trepadora;Nativa;Vulnerable;Pennell 1729 (HT: NY);Tipo de Colombia;Andes;1200 m;1400 m;Cundinamarca;Cordillera Oriental
1920;PASSIFLORACEAE;Passiflora;Passiflora pergrandis;Holm-Niels. & Lawesson;;Holm-Nielsen et al. 1988;;Trepadora;Nativa;No Evaluada;Devia 1121 (MO);;Andes;550 m;1050 m;Valle;Colombia y Ecuador
1921;PASSIFLORACEAE;Passiflora;Passiflora picturata;Ker Gawl.;;Ocampo et al. 1974;;Trepadora;Nativa;No Evaluada;Uribe-Uribe 1334 (COL);;Orinoquia;450 m;450 m;Meta;N Suramérica
1922;PASSIFLORACEAE;Passiflora;Passiflora pilosissima;Killip;;Killip 1938, Hernández 2003, Ocampo et al. 1974;;Trepadora;Nativa;Datos Insuficientes;"Lehmann 7360 (HT: US; IT: F, GH, K)";Tipo de Colombia;Andes;1500 m;2100 m;Antioquia, Valle;
1923;PASSIFLORACEAE;Passiflora;Passiflora pinnatistipula;Cav.;Tacsonia pinnatistipula (Cav.) Juss.;Killip 1938, Escobar 1988b, Hernández & Bernal 2000, Ocampo et al. 1974, Jørgensen & Vásquez 2009;;Trepadora;Cultivada;Preocupación Menor;Escobar 553 (HUA, LL);;Andes;2500 m;3800 m;Antioquia, Boyacá, Cundinamarca, Nariño, Norte de Santander;Nativa de S Perú a N Bolivia, cultivada de N Colombia a N Chile
1924;PASSIFLORACEAE;Passiflora;Passiflora pittieri;Mast.;Passiflora mariquitensis Uribe;Killip 1938, Hernández & Bernal 2000, Ocampo et al. 1974;;Trepadora;Nativa;Preocupación Menor;Gentry 15318 (COL, MO);;Andes, Pacífico, Valle del Magdalena;0 m;1000 m;Antioquia, Chocó;Belice a Ecuador
1925;PASSIFLORACEAE;Passiflora;Passiflora platyloba;Killip;;Killip 1938, Hernández & Bernal 2000, MacDougal 2004;Passiflora platyloba var. pubescens (Griseb.) J.M.MacDougal;Trepadora;Nativa;Preocupación Menor;Gentry 40946 (COL, MO);;Pacífico;0 m;100 m;Antioquia, Chocó;Colombia a Nicaragua
1926;PASSIFLORACEAE;Passiflora;Passiflora popayanensis;Killip;;Killip 1938, Hernández 2003, Ocampo et al. 1974;;Trepadora;Nativa;Datos Insuficientes;"Lehmann 3731 (HT: US; IT: B, K)";Tipo de Colombia;Andes;1500 m;3300 m;Cauca;Cordillera Central
1927;PASSIFLORACEAE;Passiflora;Passiflora popenovii;Killip;;Ocampo et al. 1974, Idárraga et al. 2011;;Trepadora;Nativa;No Evaluada;Sánchez 1378 (COL);;Andes;1200 m;2050 m;Antioquia, Cauca, Nariño, Valle;Colombia, Ecuador
1928;PASSIFLORACEAE;Passiflora;Passiflora punctata;L.;Decaloba punctata (L.) M.Roem.;Killip 1938, Hernández 2003, Ocampo et al. 1974;;Trepadora;Nativa;Preocupación Menor;Romero-Castañeda 3150 (COL);;Andes, Pacífico;200 m;1500 m;Cauca, Nariño, Valle;Panamá a Bolivia y Paraguay
1929;PASSIFLORACEAE;Passiflora;Passiflora purdiei;Killip;;Killip 1938, Escobar 1988b, Hernández & Bernal 2000;;Trepadora;Nativa;Datos Insuficientes;García-Barriga 20745 (COL);;Andes, Sierra Nevada de Santa Marta;1000 m;2000 m;Cundinamarca, Magdalena, Norte de Santander;Cordillera Oriental y SN Santa Marta
1930;PASSIFLORACEAE;Passiflora;Passiflora pyrrhantha;Harms;;Killip 1938, Holm-Nielsen et al. 1988, Hernández & Bernal 2000;;Trepadora;Nativa;Preocupación Menor;Schultes 5364 (US);;Amazonia;250 m;400 m;Amazonas, Vaupés;Colombia y Venezuela a Perú
1931;PASSIFLORACEAE;Passiflora;Passiflora quadrangularis;L.;Granadilla quadrangularis (L.) Medik.;Killip 1938, Holm-Nielsen et al. 1988, Hernández & Bernal 2000;;Trepadora;Nativa y cultivada;Preocupación Menor;Romero-Castañeda 10105 (COL);;Amazonia, Andes, Guayana y Serranía de La Macarena, Pacífico, Valle del Cauca, Valle del Magdalena;0 m;1200 m;Amazonas, Antioquia, Boyacá, Caquetá, Cauca, Chocó, Córdoba, Cundinamarca, Guainía, Huila, Magdalena, Meta, Norte de Santander, Quindío, Santander, Valle, Vaupés;Neotrópico
1932;PASSIFLORACEAE;Passiflora;Passiflora quadriglandulosa;Rodschied;Distephana quadriglandulosa (Rodschied) M.Roem., Tacsonia quadriglandulosa (Rodschied) DC.;Killip 1938, Holm-Nielsen et al. 1988, Escobar 1988b, Hernández & Bernal 2000, Ocampo et al. 1974;;Trepadora;Nativa;Preocupación Menor;Sastre 525 (COL);;Amazonia;0 m;500 m;Amazonas, Guaviare;Amazonia
1933;PASSIFLORACEAE;Passiflora;Passiflora quindiensis;Killip;;Killip 1938, Escobar 1988b, Hernández & Bernal 2000;;Trepadora;Nativa;Preocupación Menor;García-Barriga 12275 (COL);Tipo de Colombia;Andes;2900 m;3100 m;Tolima;Cordillera Central
1934;PASSIFLORACEAE;Passiflora;Passiflora resticulata;Mast. & André;;Killip 1938, Hernández & Bernal 2000, Ocampo et al. 1974;;Trepadora;Nativa;Preocupación Menor;André 2568 (ST: K);;Amazonia, Andes, Llanura del Caribe, Valle del Magdalena;70 m;2100 m;Bolívar, Cauca, Quindío, Tolima, Valle;Colombia, Ecuador
1935;PASSIFLORACEAE;Passiflora;Passiflora riparia;Mast.;;Killip 1938, Holm-Nielsen et al. 1988, Hernández & Bernal 2000;;Trepadora;Nativa;Preocupación Menor;Romero-Castañeda 4238 (COL);;Amazonia, Guayana y Serranía de La Macarena;0 m;400 m;Caquetá, Guainía, Meta, Vaupés;Amazonia
1936;PASSIFLORACEAE;Passiflora;Passiflora rugosa;(Mast.) Planch. & Triana;Passiflora eriocaula Harms, Tacsonia rugosa Mast.;Killip 1938, Escobar 1988b, Hernández & Bernal 2000;Passiflora rugosa var. rugosa , Passiflora rugosa var. venezolana L.K.Escobar;Trepadora;Nativa;Preocupación Menor;"Schlim 301 (HT: K; IT: BM, BR, G, P, US)";Tipo de Colombia;Andes;2500 m;3500 m;Meta, Norte de Santander, Santander;NE Colombia y O Venezuela
1937;PASSIFLORACEAE;Passiflora;Passiflora sanctae-barbarae;Holm-Niels. & P.Jørg.;;Holm-Nielsen et al. 1988, Ocampo et al. 1974;;Trepadora;Nativa;No Evaluada;;Esperada;Andes;2600 m;2600 m;Nariño;S Colombia?, Ecuador
1938;PASSIFLORACEAE;Passiflora;Passiflora schlimiana;Regel;;Killip 1938, Escobar 1988b, Hernández & Bernal 2000;;Trepadora;Nativa;Preocupación Menor;Escobar 475 (HUA, TEX);Tipo de Colombia;Sierra Nevada de Santa Marta;2400 m;3100 m;Cesar, La Guajira, Magdalena;SN Santa Marta y Serranía de Perijá
1939;PASSIFLORACEAE;Passiflora;Passiflora securiclata;Mast.;;Killip 1938, Hernández & Bernal 2000, Ocampo et al. 1974;;Trepadora;Nativa;Preocupación Menor;Betancur 1560 (HUA);;Orinoquia;0 m;500 m;Arauca, Boyacá, Caquetá, Vichada;E Colombia a Guyana y N Brasil
1940;PASSIFLORACEAE;Passiflora;Passiflora seemannii;Griseb.;Passiflora orbifolia Triana & Planch.;Killip 1938, Hernández & Bernal 2000, Ocampo et al. 1974;;Trepadora;Nativa;Preocupación Menor;Bernal 3096 (COL);;Andes, Orinoquia, Pacífico;0 m;1050 m;Antioquia, Chocó, Cundinamarca, Guainía, Meta, Santander, Valle, Vaupés, Vichada;"México a Colombia y Venezuela; Perú"
1941;PASSIFLORACEAE;Passiflora;Passiflora semiciliosa;Triana & Planch.;;Killip 1938, Escobar 1988b, Hernández & Bernal 2000;;Trepadora;Nativa;Vulnerable;Schlim s.n. (K);;Andes;2000 m;4000 m;Magdalena, Norte de Santander;E Colombia, Venezuela
1942;PASSIFLORACEAE;Passiflora;Passiflora serratodigitata;L.;;Killip 1938, Holm-Nielsen et al. 1988, Hernández & Bernal 2000;;Trepadora;Nativa;Preocupación Menor;Rentería 3542 (COL, MO);;Amazonia, Pacífico;0 m;100 m;Amazonas, Antioquia, Chocó;"Colombia a Perú y Bolivia; Antillas"
1943;PASSIFLORACEAE;Passiflora;Passiflora serrulata;Jacq.;;Killip 1938, Hernández & Bernal 2000, Ocampo et al. 1974;;Trepadora;Nativa;Preocupación Menor;Dugand 2382 (COL);Tipo de Colombia;Llanura del Caribe;0 m;500 m;Antioquia, Atlántico, Bolívar, Cesar, La Guajira, Magdalena;"N Colombia y N Venezuela; Antillas"
