id;familia;genero;nombre;autor;sinonimos;referencias;taxones_infraespecificos;habito;origen;estado_de_conservacion;especimen_representativo;notas;regiones_biogeograficas;elevacion_minima;elevacion_maxima;departamentos;distribucion_global
445;ARACEAE;Philodendron;Philodendron holtonianum;Schott;;;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Silverstone-Sopkin 5418 (CUVC, MO);;Amazonia, Andes, Valle del Cauca;200 m;1500 m;Amazonas, Antioquia, Meta, Risaralda, Santander, Valle;Trópicos de Suramérica
446;ARACEAE;Philodendron;Philodendron hylaeae;G.S.Bunting;;;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Schultes 15776 (COL, US);;Amazonia, Guayana y Serranía de La Macarena;180 m;650 m;Amazonas, Caquetá, Guainía, Putumayo, Vaupés;Trópicos de Suramérica
447;ARACEAE;Philodendron;Philodendron ichthyoderma;Croat & Grayum;;;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Mora 298 (COL, MO);;Andes, Pacífico;20 m;810 m;Antioquia, Chocó, Valle;Colombia, Panamá
448;ARACEAE;Philodendron;Philodendron immixtum;Croat;;;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Croat 83737 (COL, MO);;Pacífico;0 m;20 m;Chocó;Colombia, Panamá
449;ARACEAE;Philodendron;Philodendron inaequilaterum;Liebm.;;;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;Preocupación Menor;Croat 57483 (CHOCO, COL, HUA, MO);;Amazonia, Andes, Guayana y Serranía de La Macarena, Llanura del Caribe, Orinoquia, Pacífico, Valle del Cauca, Valle del Magdalena;0 m;2400 m;Amazonas, Antioquia, Cauca, Cesar, Chocó, Cundinamarca, Meta, Nariño, Norte de Santander, Putumayo, Risaralda, Santander, Valle;México a Bolivia
450;ARACEAE;Philodendron;Philodendron jodavisianum;G.S.Bunting;;;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Mora 3 (MO);;Andes, Pacífico;0 m;1700 m;Chocó, Nariño, Valle;México a Brasil
451;ARACEAE;Philodendron;Philodendron karstenianum;Schott;;;;Hierba, Trepadora;Nativa;No Evaluada;Karsten s.n. (IT: KIEL);Tipo de Colombia;Pacífico;50 m;160 m;Chocó;
452;ARACEAE;Philodendron;Philodendron laticiferum;Croat & M.M.Mora;;;;Hierba, Trepadora;Nativa;No Evaluada;Mora 9 (COL, MO);Tipo de Colombia;Pacífico;20 m;50 m;Antioquia, Chocó;
453;ARACEAE;Philodendron;Philodendron leyvae;García-Barr.;;;;Hierba, Trepadora, Hemiepífita;Nativa;No Evaluada;García-Barriga 15637A (HT: COL);Tipo de Colombia;Andes, Valle del Magdalena;200 m;1300 m;Antioquia, Boyacá, Cauca;
454;ARACEAE;Philodendron;Philodendron ligulatum;Schott;;;Philodendron ligulatum var. heraclioanum Croat, Philodendron ligulatum var. ligulatum ;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Mora 17 (COL, MO);;Andes, Pacífico;30 m;1200 m;Antioquia, Chocó;Colombia a Nicaragua
455;ARACEAE;Philodendron;Philodendron lindenii;Schott;;;;Hierba, Trepadora;Nativa;No Evaluada;Plowman 3689 (GH);;Andes, Llanura del Caribe;20 m;1333 m;Atlántico, Cesar, Magdalena;N Colombia, Venezuela
456;ARACEAE;Philodendron;Philodendron linnaei;Kunth;Philodendron decurrens K.Krause, Philodendron nobile W.Bull;;;Hierba, Trepadora;Nativa;No Evaluada;Cardona 625 (HUA, MO);Tipo de Colombia;Amazonia, Guayana y Serranía de La Macarena, Pacífico;100 m;500 m;Amazonas, Caquetá, Chocó, Guainía, Vaupés;Trópicos de Suramérica
457;ARACEAE;Philodendron;Philodendron longipes;Engl.;;;;Hierba, Trepadora, Epífita;Nativa;No Evaluada;Forero 1184 (COL, MO);Tipo de Colombia;Andes, Pacífico;40 m;760 m;Chocó, Valle;
458;ARACEAE;Philodendron;Philodendron longirrhizum;M.M.Mora & Croat;;;;Hierba, Trepadora, Epífita;Nativa;No Evaluada;Idrobo 2915 (COL, MO);;Andes;1200 m;2400 m;Antioquia, Caldas, Chocó, Cundinamarca, Huila, Quindío, Risaralda, Valle;
459;ARACEAE;Philodendron;Philodendron melanochrysum;Linden & André;;;;Hierba, Trepadora;Nativa;No Evaluada;Croat 52022 (CHOCO, HUA, MO, UB, VEN);Tipo de Colombia;Andes;800 m;800 m;Antioquia;
460;ARACEAE;Philodendron;Philodendron micranthum;Schott;;Rudas & Prieto 2005;;Hierba, Trepadora;Nativa;No Evaluada;Rudas 1731 (CM, MO);;Amazonia;100 m;150 m;Amazonas;Colombia, Brasil
461;ARACEAE;Philodendron;Philodendron montanum;Engl.;;;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Bay 325 (CM, COL, MEXU, MO, NY, QCA);Tipo de Colombia;Andes;1200 m;1900 m;Huila, Valle;
462;ARACEAE;Philodendron;Philodendron muricatum;Schott;;;;Hierba, Trepadora;Nativa;No Evaluada;Stevenson 650 (COL);;Amazonia, Guayana y Serranía de La Macarena;100 m;250 m;Guainía, Meta;N Suramérica
463;ARACEAE;Philodendron;Philodendron ninoanum;Croat & D.C.Bay;;Croat et al. 2008;;Hierba, Trepadora;Nativa;No Evaluada;Gentry 35566 (COL, MO);Tipo de Colombia;Pacífico;50 m;200 m;Valle;
464;ARACEAE;Philodendron;Philodendron oligospermum;Engl.;;Ramírez & Mendoza 2002;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Idrobo 2883 (COL, MO);;Andes, Pacífico;1200 m;2420 m;Huila, Nariño, Putumayo, Valle;Colombia, Ecuador
465;ARACEAE;Philodendron;Philodendron opacum;Croat & Grayum;;;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Mora 305 (COL, MO);;Andes;0 m;900 m;Antioquia, Chocó, Risaralda;Nicaragua a Ecuador
466;ARACEAE;Philodendron;Philodendron ornatum;Schott;;;;Hierba, Trepadora, Hemiepífita;Nativa;No Evaluada;Cardona 636 (HUA, MO);;Amazonia, Andes;200 m;1330 m;Amazonas, Antioquia, Caquetá, Meta;Suramérica tropical, Trinidad-Tobago
467;ARACEAE;Philodendron;Philodendron panamense;K.Krause;;;;Hierba, Trepadora, Hemiepífita;Nativa;No Evaluada;Mora 369 (COL, MO);;Pacífico, Valle del Magdalena;20 m;500 m;Antioquia, Chocó;Panamá a N Perú
468;ARACEAE;Philodendron;Philodendron panduriforme;(Kunth) Kunth;;;Philodendron panduriforme var. panduriforme ;Hierba, Trepadora, Hemiepífita;Nativa;No Evaluada;Palacios 2487 (MO);;Amazonia, Andes;100 m;700 m;Amazonas, Caquetá, Putumayo, Vaupés;Trópicos de Suramérica
469;ARACEAE;Philodendron;Philodendron patriciae;Croat;;Croat et al. 2009;;Hierba, Trepadora, Epífita;Nativa;No Evaluada;Grayum 7650 (HUA, MO);Tipo de Colombia;Pacífico;90 m;220 m;Chocó;
470;ARACEAE;Philodendron;Philodendron pedatum;(Hook.) Kunth;Philodendron duisbergii G.S.Bunting;;;Hierba, Trepadora;Nativa;No Evaluada;Cardiel 1073 (COL, MO);;Andes;350 m;600 m;Caquetá, Chocó, Meta;Trópicos de Suramérica
471;ARACEAE;Philodendron;Philodendron pipolyi;Croat;;Croat et al. 2009;;Hierba, Trepadora;Nativa;No Evaluada;Forero 3429 (COL, MO);Tipo de Colombia;Andes;1220 m;1750 m;Antioquia, Chocó;Cordillera Occidental
472;ARACEAE;Philodendron;Philodendron platypetiolatum;Madison;;;;Hierba, Trepadora, Hemiepífita;Nativa;No Evaluada;Mora 322 (COL, MO);;Pacífico;0 m;100 m;Chocó;Nicaragua a Ecuador
473;ARACEAE;Philodendron;Philodendron pseudauriculatum;Croat;;;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Mora 330 (COL, MO);;Andes, Pacífico;0 m;1700 m;Antioquia, Chocó, Risaralda, Santander;NO Colombia a Panamá
474;ARACEAE;Philodendron;Philodendron puhuangii;Croat;;;;Hierba, Trepadora, Epífita;Nativa;No Evaluada;Herrera 9339 (MO, PSO);Tipo de Colombia;Andes;1820 m;1850 m;Nariño;SO Andes
475;ARACEAE;Philodendron;Philodendron radiatum;Schott;;;Philodendron radiatum var. radiatum ;Hierba, Trepadora;Nativa;No Evaluada;Croat 56776 (MO);;Valle del Magdalena;300 m;300 m;Antioquia;México a norte de Colombia
476;ARACEAE;Philodendron;Philodendron rayanum;Croat & Grayum;;;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Fonnegra 2927 (HUA);;Pacífico, Valle del Magdalena;150 m;410 m;Antioquia, Chocó, Santander;Colombia a Costa Rica
477;ARACEAE;Philodendron;Philodendron roseospathum;Croat;;;Philodendron roseospathum var. roseospathum ;Hierba, Trepadora, Epífita;Nativa;No Evaluada;Croat 57515 (CHOCO, CM, COL, JAUM, MO, NY, PMA);Tipo de Colombia;Andes, Pacífico;50 m;1400 m;Antioquia, Chocó, Valle;Colombia, Panamá
478;ARACEAE;Philodendron;Philodendron rubromaculatum;Croat & D.C.Bay;;Croat et al. 2008;;Hierba, Trepadora, Hemiepífita;Nativa;No Evaluada;Kennedy 1315A (SEL);;Pacífico;20 m;20 m;Valle;
479;ARACEAE;Philodendron;Philodendron rugosum;Bogner & G.S.Bunting;;;;Hierba, Trepadora;Nativa;No Evaluada;Plowman s.n. (COL);;Andes;;;Putumayo;Colombia, Ecuador
480;ARACEAE;Philodendron;Philodendron sagittifolium;Liebm.;;;;Hierba, Trepadora, Hemiepífita;Nativa;No Evaluada;Jácome 238 (COL, MO);;Andes, Pacífico, Sierra Nevada de Santa Marta;0 m;1700 m;Antioquia, Chocó, Magdalena, Meta, Nariño, Santander;México a Venezuela
481;ARACEAE;Philodendron;Philodendron scalarinerve;Croat & Grayum;;;;Hierba, Trepadora, Epífita;Nativa;No Evaluada;Croat 57485 (CHOCO, COL, JAUM, K, MO, US);;Andes, Pacífico;30 m;1325 m;Chocó, Nariño, Valle;Costa Rica a Ecuador
482;ARACEAE;Philodendron;Philodendron senatocarpium;Madison;;;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Gentry 34871 (COL, MO);;Andes, Pacífico;50 m;1670 m;Antioquia, Chocó, Nariño;Colombia a Ecuador
483;ARACEAE;Philodendron;Philodendron silverstonei;Croat;;Croat et al. 2009;;Hierba, Trepadora;Nativa;No Evaluada;"Silverstone-Sopkin 7305 (HT: MO; IT: COL, CUVC, US)";;Valle del Cauca;1100 m;1100 m;Risaralda;
484;ARACEAE;Philodendron;Philodendron sparreorum;Croat;;;;Hierba, Trepadora, Epífita;Nativa;No Evaluada;Juncosa 2438 (COL, MO);;Andes, Pacífico;45 m;1280 m;Cauca, Chocó, Nariño;Colombia, Ecuador
485;ARACEAE;Philodendron;Philodendron sphalerum;Schott;;;;Hierba, Trepadora;Nativa;No Evaluada;Lozano 540 (COL);;Amazonia;100 m;500 m;Amazonas, Putumayo;Trópicos de Suramérica
486;ARACEAE;Philodendron;Philodendron squamicaule;Croat & Grayum;;;;Hierba, Trepadora, Epífita;Nativa;No Evaluada;Croat 57481 (CHOCO, COL, MO);;Andes, Pacífico;100 m;1400 m;Chocó, Valle;Nicaragua a Ecuador
487;ARACEAE;Philodendron;Philodendron squamipetiolatum;Croat;;;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Croat 56650 (COL, JAUM, MO);;Andes, Pacífico;25 m;1480 m;Chocó, Valle;Panamá a Ecuador
488;ARACEAE;Philodendron;Philodendron steyermarkii;G.S.Bunting;;;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Davidse 27989 (B, F, MO, NY, US);;Guayana y Serranía de La Macarena;75 m;650 m;Amazonas, Caquetá, Guainía, Vaupés;Colombia, Venezuela, Brasil, Perú, Ecuador
489;ARACEAE;Philodendron;Philodendron strictum;G.S.Bunting;;;;Hierba, Trepadora, Epífita;Nativa;No Evaluada;Croat 70714 (B, COL, CUVC, F, HUA, K, MO, NY, S);;;119 m;2000 m;Antioquia, Caldas, Cauca, Chocó, Cundinamarca, Nariño, Risaralda;Costa Rica a Ecuador y Venezuela
490;ARACEAE;Philodendron;Philodendron subhastatum;K.Krause;;;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Mora 355 (COL, MO);;Andes, Pacífico;5 m;2300 m;Antioquia, Cauca, Chocó, Cundinamarca, Nariño, Valle;Colombia a Ecuador
491;ARACEAE;Philodendron;Philodendron sulcatum;K.Krause;;;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Jácome 219 (COL, MO);;Andes, Pacífico;100 m;1860 m;Antioquia, Chocó, Nariño, Valle;Nicaragua a Ecuador
492;ARACEAE;Philodendron;Philodendron sulcicaule;Croat;;;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Hammel 15779 (COL, MO);;Pacífico;50 m;160 m;Chocó;Colombia a Costa Rica
493;ARACEAE;Philodendron;Philodendron tenue;K.Koch & Augustin;Philodendron ecuadorense Engl., Philodendron gracile Schott, Philodendron sodiroanum Engl.;Croat 1997;;Hierba, Trepadora;Nativa;No Evaluada;Mora 348 (COL, MO);;Amazonia, Andes, Pacífico;5 m;2300 m;Amazonas, Antioquia, Caquetá, Cauca, Cesar, Chocó, Huila, Nariño, Quindío, Risaralda, Valle;Centroamérica a Venezuela y Ecuador
494;ARACEAE;Philodendron;Philodendron tenuipes;Engl.;;;;Hierba, Trepadora, Epífita;Nativa;No Evaluada;Galeano 5631 (COL, MO);;Pacífico;100 m;200 m;Chocó;Colombia, Ecuador
495;ARACEAE;Philodendron;Philodendron tricostatum;Croat & D.C.Bay;;Croat et al. 2008;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Gentry 35510 (COL, MO);;Pacífico;50 m;140 m;Chocó, Valle;
496;ARACEAE;Philodendron;Philodendron tripartitum;(Jacq.) Schott;;;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Croat 56149 (COL, JAUM, MO);;Amazonia, Andes, Guayana y Serranía de La Macarena, Orinoquia, Pacífico;0 m;1700 m;Amazonas, Antioquia, Caquetá, Cauca, Chocó, Cundinamarca, Huila, Meta, Nariño, Valle;México a trópicos de Suramérica
497;ARACEAE;Philodendron;Philodendron tuerckheimii;Grayum;;Ramírez & Mendoza 2002;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Pipoly 16573 (CM, COL, MEXU, MO, NY, TEX);;Andes;1100 m;2050 m;Antioquia, Valle;S México a Venezuela y Ecuador
498;ARACEAE;Philodendron;Philodendron tysonii;Croat;;;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Croat 48704 (AAU, MEXU, MO, U, UC, W);;Andes, Pacífico;0 m;1700 m;Chocó, Nariño, Risaralda, Valle;Colombia, Panamá
499;ARACEAE;Philodendron;Philodendron verrucosum;Schott;;Ramírez & Mendoza 2002;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Pipoly 17215 (JAUM, MO);;Andes, Pacífico;230 m;2000 m;Antioquia, Cauca, Chocó, Cundinamarca, Nariño, Risaralda, Valle;Costa Rica a Perú
500;ARACEAE;Philodendron;Philodendron victoriae;G.S.Bunting;;;;Hierba, Trepadora;Nativa;No Evaluada;Cárdenas 7153 (COAH);;Amazonia;200 m;200 m;Guaviare;Colombia, Venezuela
501;ARACEAE;Philodendron;Philodendron wittianum;Engl.;;Rudas & Prieto 2005;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;García-Barriga 13962 (COL);;Amazonia, Guayana y Serranía de La Macarena;100 m;800 m;Amazonas, Caquetá, Guainía, Putumayo, Vaupés;Trópicos de Suramérica
502;ARACEAE;Rhodospatha;Rhodospatha densinervia;Engl. & K.Krause;;Ramírez & Mendoza 2002;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Croat 72441 (MO);;Andes, Pacífico;480 m;2780 m;Antioquia, Chocó, Nariño;Colombia, Ecuador, Perú
503;ARACEAE;Rhodospatha;Rhodospatha dodsonii;Croat;;Ramírez & Mendoza 2002;;Hierba, Trepadora;Nativa;No Evaluada;Croat 73175 (MO, QCNE);;Andes;1700 m;1700 m;Nariño;SO Colombia, Ecuador
504;ARACEAE;Rhodospatha;Rhodospatha latifolia;Poepp.;;;Rhodospatha latifolia var. gorgonensis Croat;Hierba, Trepadora;Nativa;No Evaluada;Fernández 11196 (COL);;Amazonia, Andes, Pacífico;0 m;2350 m;Antioquia, Caquetá, Cauca, Chocó, Putumayo, Risaralda, Santander;Colombia, Ecuador, Brasil, Bolivia
505;ARACEAE;Rhodospatha;Rhodospatha monsalveae;Croat & D.C.Bay;;;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Galeano 3658 (COL);Tipo de Colombia;Andes, Pacífico;20 m;1430 m;Antioquia, Chocó, Nariño, Valle;Panamá a Ecuador
506;ARACEAE;Rhodospatha;Rhodospatha moritziana;Schott;;;;Hierba, Trepadora;Nativa;No Evaluada;Idrobo 4885 (COL);;Andes, Orinoquia, Pacífico;5 m;1900 m;Antioquia, Cauca, Chocó, Meta, Norte de Santander, Valle;Costa Rica a Ecuador y Brasil
507;ARACEAE;Rhodospatha;Rhodospatha oblongata;Poepp.;Rhodospatha longipes Engl.;Govaerts & Frodin 2002;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Forero 4302 (COL);;Amazonia, Andes, Orinoquia, Pacífico;5 m;1800 m;Caquetá, Cauca, Chocó, Córdoba, Meta, Nariño, Valle, Vaupés;Colombia, Brasil
508;ARACEAE;Rhodospatha;Rhodospatha venosa;Gleason;;;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Croat 56811 (COL);;Amazonia, Andes;200 m;2220 m;Amazonas, Antioquia, Caquetá, Magdalena, Risaralda, Vaupés;Colombia, Venezuela, Guyana, Surinam, Brasil
509;ARACEAE;Rhodospatha;Rhodospatha wendlandii;Schott;;;;Hierba, Trepadora, Epífita;Nativa;No Evaluada;Galeano 5558 (COL);;Amazonia, Andes, Pacífico, Valle del Magdalena;0 m;1420 m;Antioquia, Chocó, Putumayo, Risaralda, Santander, Valle;Colombia a México
510;ARACEAE;Stenospermation;Stenospermation amomifolium;(Poepp.) Schott;Monstera amomifolia Poepp., Rhodospatha amomifolia (Poepp.) J.F.Macbr.;Rudas & Prieto 2005;;Hierba, Trepadora, Epífita;Nativa;No Evaluada;Sastre 3113 (COL);;Amazonia;100 m;500 m;Amazonas, Caquetá;Colombia, Venezuela, Brasil, Perú, Ecuador
511;ARACEAE;Stenospermation;Stenospermation andreanum;Engl.;;Gómez 1983;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Gentry 40420 (COL, MO);Tipo de Colombia;Andes, Pacífico;0 m;1750 m;Antioquia, Cauca, Chocó, Nariño, Valle;Costa Rica a Perú
512;ARACEAE;Stenospermation;Stenospermation angustifolium;Hemsl.;;Gómez 1983;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Gentry 41025 (COL);;Andes, Pacífico;0 m;2440 m;Antioquia, Cauca, Chocó, Nariño, Risaralda, Valle;Colombia a Costa Rica
513;ARACEAE;Stenospermation;Stenospermation archeri;K.Krause;;;;Hierba, Trepadora, Epífita;Nativa;No Evaluada;Archer 2009 (IT: US);Conocida solo del tipo;Pacífico;75 m;75 m;Chocó;
514;ARACEAE;Stenospermation;Stenospermation longispadix;Croat;;Ramírez & Mendoza 2002;;Hierba, Trepadora, Epífita;Nativa;No Evaluada;Croat 69630 (MO);;Andes;1750 m;2010 m;Nariño;Colombia, Ecuador
515;ARACEAE;Stenospermation;Stenospermation monsalveae;Croat & Bay;;Croat et al. 2007a;;Hierba, Trepadora, Epífita;Nativa;No Evaluada;Croat 75690 (HT: MO, IT: COL, CUVC, K, US);Tipo de Colombia;Pacífico;30 m;100 m;Valle;
516;ARACEAE;Stenospermation;Stenospermation robustum;Engl.;;Gómez 1983, Mora 2001;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Croat 61404 (MO);;Andes, Pacífico;0 m;2430 m;Antioquia, Chocó, Valle;Guatemala a Colombia y Perú
517;ARACEAE;Stenospermation;Stenospermation sessile;Engl.;;;;Hierba, Trepadora;Nativa;No Evaluada;Gentry 28724 (COL);;Andes;1890 m;1890 m;Chocó;Colombia a Costa Rica
518;ARACEAE;Stenospermation;Stenospermation sp. nov. 1;;;Castaño-R. 2011;;Trepadora, Epífita;Nativa;No Evaluada;Alverson 403 (COL);;Andes;400 m;700 m;Antioquia;
519;ARACEAE;Stenospermation;Stenospermation sp. nov. 2;;;Castaño-R. 2011;;Hierba, Trepadora, Hemiepífita;Nativa;No Evaluada;Gentry 40750 (COL, MO);;Andes, Pacífico;100 m;1300 m;Chocó, Risaralda, Valle;
520;ARACEAE;Stenospermation;Stenospermation steyermarkii;G.S.Bunting;;;;Hierba, Trepadora, Epífita;Nativa;No Evaluada;Mora 13 (COL);;Andes, Pacífico;50 m;2330 m;Antioquia, Chocó, Valle;Colombia, Venezuela, Surinam, Guayana Francesa, Ecuador, Perú
521;ARACEAE;Syngonium;Syngonium angustatum;Schott;;Croat 1982 1982;;Hierba, Trepadora;Nativa;No Evaluada;Díaz 239 (COL);;Islas Caribeñas;200 m;250 m;San Andrés, Providencia y Santa Catalina;Centroamérica, Caribe
522;ARACEAE;Syngonium;Syngonium atrovirens;G.S.Bunting;;Croat 1982 1982;;Hierba, Trepadora;Nativa;No Evaluada;Sánchez 3042 (COL);;Andes;600 m;600 m;Cauca;Colombia, Ecuador, Venezuela, Brasil, Bolivia
523;ARACEAE;Syngonium;Syngonium chocoanum;Croat;;Croat 1982 1982;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Forero 3324 (COL);Tipo de Colombia;Andes, Pacífico;0 m;900 m;Chocó, Nariño, Risaralda, Valle;Panamá a Ecuador
524;ARACEAE;Syngonium;Syngonium erythrophyllum;G.S.Bunting;;Croat 1982 1982;;Hierba, Trepadora, Hemiepífita;Nativa;No Evaluada;Galeano 5521 (MO);;Pacífico;20 m;160 m;Chocó;Colombia, Panamá
525;ARACEAE;Syngonium;Syngonium hastifolium;Engl.;;Rudas & Prieto 2005;;Hierba, Trepadora, Hemiepífita;Nativa;No Evaluada;Prieto 145 (COL?);;Amazonia;100 m;100 m;Amazonas;Amazonia
526;ARACEAE;Syngonium;Syngonium llanoense;Croat;;Croat 1982 1982;;Hierba, Trepadora;Nativa;No Evaluada;Jácome 380 (COL);;Pacífico;30 m;200 m;Chocó, Valle;Colombia, Panamá
527;ARACEAE;Syngonium;Syngonium macrocarpum;Engl.;;;;Trepadora;;No Evaluada;;Registro basado en identificación errónea;;;;Desconocido;
528;ARACEAE;Syngonium;Syngonium macrophyllum;Engl.;;Croat 1982 1982;;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Betancur 2976 (COL);;Andes, Pacífico;2 m;1700 m;Antioquia, Chocó, Nariño, Valle;México a Ecuador
529;ARACEAE;Syngonium;Syngonium podophyllum;Schott;Syngonium vellozianum Schott;Croat 1982 1982;Syngonium podophyllum var. podophyllum ;Hierba, Trepadora, Epífita, Hemiepífita;Nativa;No Evaluada;Galeano 2137 (COL);;Amazonia, Andes, Islas Caribeñas, Llanura del Caribe, Orinoquia, Pacífico, Valle del Magdalena;0 m;2420 m;Amazonas, Antioquia, Cauca, Chocó, Cundinamarca, Huila, Magdalena, Meta, Nariño, Putumayo, Quindío, Risaralda, San Andrés, Providencia y Santa Catalina, Santander;México a Ecuador y Guayanas
530;ARACEAE;Syngonium;Syngonium yurimaguense;Engl.;;Croat 1982 1982;;Hierba, Trepadora, Hemiepífita;Nativa;No Evaluada;Betancur 1232 (COL);;Amazonia, Andes, Orinoquia, Valle del Magdalena;0 m;1200 m;Amazonas, Antioquia, Chocó, Meta, Putumayo, Vaupés;Colombia, Ecuador, Perú, Brasil, Bolivia
531;ARALIACEAE;Hedera;Hedera canariensis;Willd.;;Frodin & Govaerts 2003;;Trepadora;Cultivada;No Evaluada;Hernández-Schmidt 1491 (COL);;;2700 m;2700 m;Cundinamarca;Nativa de Islas Canarias
532;ARALIACEAE;Hedera;Hedera helix;L.;;Frodin & Govaerts 2003;;Trepadora;Cultivada;No Evaluada;Mejía 17 (COL);;;2700 m;2700 m;Cundinamarca;Nativa de Europa
533;ARALIACEAE;Schefflera;Schefflera bejucosa;Cuatrec.;;Cuatrecasas 1946;;Arbusto, Trepadora;Nativa;No Evaluada;"Cuatrecasas 18866 (HT: COL; IT: A, F, NY)";Tipo de Colombia;Andes;1600 m;3350 m;Antioquia, Cauca, Risaralda;
534;ARALIACEAE;Schefflera;Schefflera elachistocephala;Harms;;Frodin & Govaerts 2003;;Trepadora;Nativa;No Evaluada;Cuatrecasas 21940 (COL);;Andes;1700 m;2950 m;Santander, Valle;Colombia a Ecuador
535;ARALIACEAE;Schefflera;Schefflera huilensis;Cuatrec.;;Cuatrecasas 1946;;Arbusto, Trepadora;Nativa;No Evaluada;"Cuatrecasas 8686 (HT: COL; IT: F, US)";Tipo de Colombia;Andes;2200 m;2900 m;Cundinamarca, Huila;
536;ARALIACEAE;Schefflera;Schefflera sphaerocoma;(Benth.) Harms;Schefflera lehmannii Harms, Schefflera multiflora Cuatrec., Sciodaphyllum sphaerocoma Benth.;Idárraga et al. 2011;;Arbusto, Árbol, Trepadora;Nativa;No Evaluada;Fernández-Alonso 12227 (COL);Tipo de Colombia;Andes, Pacífico;0 m;2400 m;Antioquia, Boyacá, Cauca, Cesar, Chocó, Nariño, Putumayo, Risaralda, Santander, Valle;Colombia a Ecuador
537;ARALIACEAE;Schefflera;Schefflera sprucei;(Seem.) Harms;Schefflera klugii Harms, Schefflera microcephala Harms, Sciodaphyllum sprucei Seem.;Idárraga et al. 2011;;Trepadora, Epífita;Nativa;No Evaluada;Clavijo 630 (COL);;Amazonia, Guayana y Serranía de La Macarena;100 m;200 m;Amazonas, Vaupés;Colombia a Perú
538;ARALIACEAE;Schefflera;Schefflera systyla;(Donn.Sm.) R.Vig.;Sciodaphyllum systylum Donn.Sm.;Frodin & Govaerts 2003;;Arbolito, Trepadora, Epífita;Nativa;No Evaluada;Forero 2713 (COL);;Andes, Pacífico;70 m;1800 m;Chocó;Colombia a Costa Rica
539;ARALIACEAE;Schefflera;Schefflera ternata;Cuatrec.;;Cuatrecasas 1946;;Arbusto, Trepadora, Epífita;Nativa;No Evaluada;"Cuatrecasas 16888 (HT: COL; IT: F, MO)";Tipo de Colombia;Andes, Pacífico;0 m;1400 m;Chocó, Nariño, Risaralda, Valle;Colombia a Ecuador
540;ARALIACEAE;Schefflera;Schefflera vasqueziana;Harms;;Idárraga et al. 2011;;Arbusto, Arbolito, Trepadora;Nativa;No Evaluada;Betancur 4309 (COL, MO);Tipo de Colombia;Andes, Pacífico;380 m;2800 m;Antioquia, Chocó, Cundinamarca, Nariño, Tolima, Valle;
541;ARECACEAE;Desmoncus;Desmoncus cirrhifer;A.H.Gentry & Zardini;;Galeano & Bernal 1987, Gentry 1988, Galeano & Bernal 2010;;Trepadora;Nativa;Preocupación Menor;Gentry 53392 (HT: MO);Tipo de Colombia;Pacífico, Valle del Magdalena;0 m;800 m;Antioquia, Cauca, Chocó, Nariño, Valle;O Colombia a NO Ecuador
